Date,Close,Next30
2016-12-01,0.5930581345522068,0.6494161548350236
2016-12-02,0.5931741894015141,0.6508088130267105
2016-12-05,0.6054581488358806,0.6466576203399514
2016-12-06,0.6036369804313668,0.650049992858163
2016-12-07,0.6172868161691187,0.6645657763176688
2016-12-08,0.6205899157263247,0.6691186973289529
2016-12-09,0.6333380945579203,0.6770818454506499
2016-12-12,0.6319543636623339,0.675769532923868
2016-12-13,0.6385962719611484,0.6651014140837023
2016-12-14,0.6408727324667904,0.6461755463505213
2016-12-15,0.6388730181402656,0.6429260105699186
2016-12-16,0.633686259105842,0.6385069990001428
2016-12-19,0.6360609198685901,0.641203042422511
2016-12-20,0.6384712898157406,0.6428724467933152
2016-12-21,0.6357931009855735,0.6442026139122982
2016-12-22,0.633543422368233,0.6509962862448222
2016-12-23,0.6318650907013283,0.6515765604913584
2016-12-27,0.633766604770747,0.6517372518211683
2016-12-28,0.6289815740608484,0.6560134266533352
2016-12-29,0.6274728610198542,0.6596825453506642
2016-12-30,0.6181616911869733,0.6606377660334237
2017-01-03,0.63205256391944,0.6582184687901729
2017-01-04,0.6318383088130266,0.6625482073989429
2017-01-05,0.6365251392658191,0.6664583630909869
2017-01-06,0.6474075132123982,0.6688865876303385
2017-01-09,0.6491661905442079,0.6707523925153549
2017-01-10,0.6481216969004427,0.6704310098557349
2017-01-11,0.6515587058991572,0.6675832023996571
2017-01-12,0.6512641051278388,0.6692436794743607
2017-01-13,0.6525228538780175,0.6650121411226967
2017-01-17,0.6494161548350236,0.6755642051135552
2017-01-18,0.6508088130267105,0.6694043708041708
2017-01-19,0.6466576203399514,0.6687169690044279
2017-01-20,0.650049992858163,0.6671011284102271
2017-01-23,0.6645657763176688,0.6705649192972432
2017-01-24,0.6691186973289529,0.6727878160262819
2017-01-25,0.6770818454506499,0.6765372803885159
2017-01-26,0.675769532923868,0.6797198614483645
2017-01-27,0.6651014140837023,0.6825542779602913
2017-01-30,0.6461755463505213,0.6837416083416654
2017-01-31,0.6429260105699186,0.6859555777746036
2017-02-01,0.6385069990001428,0.6873928724467933
2017-02-02,0.641203042422511,0.6895086416226253
2017-02-03,0.6428724467933152,0.6855270675617768
2017-02-06,0.6442026139122982,0.669663262391087
2017-02-07,0.6509962862448222,0.669359734323668
2017-02-08,0.6515765604913584,0.6602985287816026
2017-02-09,0.6517372518211683,0.6562723182402513
2017-02-10,0.6560134266533352,0.659280817026139
2017-02-13,0.6596825453506642,0.6611734037994572
2017-02-14,0.6606377660334237,0.6694222253963719
2017-02-15,0.6582184687901729,0.6690740608484502
2017-02-16,0.6625482073989429,0.6675742751035566
2017-02-17,0.6664583630909869,0.6755642051135552
2017-02-21,0.6688865876303385,0.6718325953435224
2017-02-22,0.6707523925153549,0.6685652049707184
