Date,Close,Next30
2017-11-15,0.8359520068561634,0.8511194829310099
2017-11-16,0.8467183259534352,0.8688044565062134
2017-11-17,0.8354877874589345,0.8851503356663333
2017-11-20,0.834389730038566,0.8889355092129695
2017-11-21,0.8483520211398371,0.9019068704470788
2017-11-22,0.8497982431081275,0.9054063705184974
2017-11-24,0.8539047993143836,0.9041386944722182
2017-11-27,0.8677331809741465,0.9017729610055707
2017-11-28,0.8599485787744607,0.9033263105270676
2017-11-29,0.8368179545779175,0.9200828453078131
2017-11-30,0.8357377517497501,0.9201274817883159
2017-12-01,0.8258284530781316,0.9276264105127837
2017-12-04,0.8140444222253963,0.9248321668333095
2017-12-05,0.820945222111127,0.9315544207970289
2017-12-06,0.8326578345950578,0.9499982145407799
2017-12-07,0.8432366804742178,0.9607198971575489
2017-12-08,0.8475307098985859,0.956363376660477
2017-12-11,0.8498428795886301,0.9660494929295815
2017-12-12,0.8469861448364518,0.9708880874160833
2017-12-13,0.8493250964147979,0.9699239394372232
2017-12-14,0.8547528924439366,0.9617911726896156
2017-12-15,0.867724253678046,0.966120911298386
2017-12-18,0.8794100842736751,0.9655584916440507
2017-12-19,0.8746696900442793,0.9098610912726753
2017-12-20,0.8691169118697328,0.8648318097414655
2017-12-21,0.8666976146264818,0.8788208827310384
2017-12-22,0.8649210827024709,0.8529138694472218
2017-12-26,0.8622339665762032,0.808447007570347
2017-12-27,0.8571900442793886,0.8422189687187545
2017-12-28,0.8533959434366519,0.8521550492786744
2017-12-29,0.8511194829310099,0.8517801028424511
2018-01-02,0.8688044565062134,0.868349164405085
2018-01-03,0.8851503356663333,0.8850074989287243
2018-01-04,0.8889355092129695,0.8887033995143551
2018-01-05,0.9019068704470788,0.8959255820597056
2018-01-08,0.9054063705184974,0.9049957148978717
2018-01-09,0.9041386944722182,0.9015587058991573
2018-01-10,0.9017729610055707,0.9177974575060704
2018-01-11,0.9033263105270676,0.9317329667190402
2018-01-12,0.9200828453078131,0.9083523782316811
2018-01-16,0.9201274817883159,0.8962201828310241
2018-01-17,0.9276264105127837,0.8671975432081132
2018-01-18,0.9248321668333095,0.8785619911441223
2018-01-19,0.9315544207970289,0.8880427796029138
2018-01-22,0.9499982145407799,0.8935241394086559
2018-01-23,0.9607198971575489,0.9061473360948435
2018-01-24,0.956363376660477,0.9189490787030424
2018-01-25,0.9660494929295815,0.9470343522353948
2018-01-26,0.9708880874160833,0.9515783459505784
2018-01-29,0.9699239394372232,0.9283495214969291
2018-01-30,0.9617911726896156,0.9363662333952293
2018-01-31,0.966120911298386,0.9379017283245249
2018-02-01,0.9655584916440507,0.9234484359377232
2018-02-02,0.9098610912726753,0.8927831738323095
2018-02-05,0.8648318097414655,0.8889712183973717
2018-02-06,0.8788208827310384,0.8873643050992714
2018-02-07,0.8529138694472218,0.850896300528496
2018-02-08,0.808447007570347,0.827149692901014
2018-02-09,0.8422189687187545,0.8517354663619482
2018-02-12,0.8521550492786744,0.8096432652478217
